"data-entry-id","data-entry-url","data-entry-votes","data-entry-comments","nsfw_indicator","timestamp"
"aKg21LW","http://9gag.com/gag/aKg21LW","7216","98","False","20140911203734"
"anX1GA5","http://9gag.com/gag/anX1GA5","10863","157","False","20140911203734"
"amLzn0v","http://9gag.com/gag/amLzn0v","9382","181","False","20140911203734"
"aDwGvbO","http://9gag.com/gag/aDwGvbO","12526","67","False","20140911203734"
"aOyd25y","http://9gag.com/gag/aOyd25y","9233","235","False","20140911203734"
"a9MY0Z1","http://9gag.com/gag/a9MY0Z1","8127","166","False","20140911203734"
"aAVP4Go","http://9gag.com/gag/aAVP4Go","8742","48","False","20140912054449"
"awbVLDW","http://9gag.com/gag/awbVLDW","12344","349","False","20140912054449"
"a49Z766","http://9gag.com/gag/a49Z766","8954","94","False","20140912054449"
"aRgeDYj","http://9gag.com/gag/aRgeDYj","8609","126","False","20140912054449"
"aDwG7wx","http://9gag.com/gag/aDwG7wx","10251","175","False","20140912054449"
"a6dQ35N","http://9gag.com/gag/a6dQ35N","10801","307","False","20140912054449"
"aVQDRq2","http://9gag.com/gag/aVQDRq2","7171","111","False","20140912054449"
"amLzeoV","http://9gag.com/gag/amLzeoV","11939","133","False","20140912054449"
"anX1w9q","http://9gag.com/gag/anX1w9q","11264","71","False","20140912054449"
"aMbwODP","http://9gag.com/gag/aMbwODP","6198","136","False","20140912054449"
"aGV0ey6","http://9gag.com/gag/aGV0ey6","9648","42","False","20140912191700"
"ax2D8Wp","http://9gag.com/gag/ax2D8Wp","7610","70","False","20140912191700"
"aEGneoO","http://9gag.com/gag/aEGneoO","10094","239","False","20140912191700"
"azLAwPq","http://9gag.com/gag/azLAwPq","11187","134","False","20140912191700"
"aDwGOOx","http://9gag.com/gag/aDwGOOx","10868","222","False","20140912191700"
"aAVP9Mo","http://9gag.com/gag/aAVP9Mo","11349","142","False","20140912191700"
"aGVDop7","http://9gag.com/gag/aGVDop7","12327","343","False","20140912191700"
"aGVDNvZ","http://9gag.com/gag/aGVDNvZ","9936","191","False","20140912191700"
"aKg3LOb","http://9gag.com/gag/aKg3LOb","11000","74","False","20140912191700"
"aoZ2Ovx","http://9gag.com/gag/aoZ2Ovx","10372","239","False","20140912191700"
"a1ZX3wD","http://9gag.com/gag/a1ZX3wD","12056","102","False","20140913055841"
"ax2gyv2","http://9gag.com/gag/ax2gyv2","9270","82","False","20140913055841"
"aBQ17PN","http://9gag.com/gag/aBQ17PN","9128","256","False","20140913055841"
"aQpxK3r","http://9gag.com/gag/aQpxK3r","10791","148","False","20140913055841"
"aZWBzZX","http://9gag.com/gag/aZWBzZX","5963","187","False","20140913055841"
"aW0M594","http://9gag.com/gag/aW0M594","11336","198","False","20140913055841"
"aQpMPBe","http://9gag.com/gag/aQpMPBe","13145","49","False","20140913055841"
"aGVDN0K","http://9gag.com/gag/aGVDN0K","8866","198","False","20140913055841"
"azLAonj","http://9gag.com/gag/azLAonj","10667","159","False","20140913055841"
"ag0G9Gw","http://9gag.com/gag/ag0G9Gw","9040","147","False","20140913055841"
"ax2Dwmn","http://9gag.com/gag/ax2Dwmn","10124","150","False","20140913175009"
"amLz4bX","http://9gag.com/gag/amLz4bX","10134","161","False","20140913175009"
"ax2gBRp","http://9gag.com/gag/ax2gBRp","7705","121","False","20140913175009"
"a49Z9VQ","http://9gag.com/gag/a49Z9VQ","7764","175","False","20140913175009"
"aYpL5xx","http://9gag.com/gag/aYpL5xx","10922","182","False","20140913175009"
"ae36yvO","http://9gag.com/gag/ae36yvO","11995","192","False","20140913175009"
"aNod5vr","http://9gag.com/gag/aNod5vr","6040","103","False","20140913175009"
"aXEAv59","http://9gag.com/gag/aXEAv59","8573","84","False","20140913175009"
"a0Pj2ez","http://9gag.com/gag/a0Pj2ez","14130","175","False","20140913175009"
"aVQDMZw","http://9gag.com/gag/aVQDMZw","10449","187","False","20140913175009"
"ax2g2yW","http://9gag.com/gag/ax2g2yW","12877","71","False","20140914060404"
"anX1D2b","http://9gag.com/gag/anX1D2b","11529","91","False","20140914060404"
"azLrqVq","http://9gag.com/gag/azLrqVq","8816","152","False","20140914060404"
"a8bpWKV","http://9gag.com/gag/a8bpWKV","10610","134","False","20140914060404"
"areOg30","http://9gag.com/gag/areOg30","12461","136","False","20140914060404"
"aLQMKbg","http://9gag.com/gag/aLQMKbg","10119","144","False","20140914060404"
"a49jvd6","http://9gag.com/gag/a49jvd6","9430","101","False","20140914060404"
"aLQMgL5","http://9gag.com/gag/aLQMgL5","15374","134","False","20140914060404"
"aEGRGye","http://9gag.com/gag/aEGRGye","12003","428","False","20140914060404"
"amLr2LX","http://9gag.com/gag/amLr2LX","12106","150","False","20140914060404"
"a3d779e","http://9gag.com/gag/a3d779e","12099","109","False","20140914100151"
"areOv00","http://9gag.com/gag/areOv00","9395","123","False","20140914100151"
"awbVPp4","http://9gag.com/gag/awbVPp4","15355","104","False","20140914100151"
"a5NZPmy","http://9gag.com/gag/a5NZPmy","9097","45","False","20140914100151"
"aAVP8P0","http://9gag.com/gag/aAVP8P0","9412","98","False","20140914100151"
"a1ZdYq6","http://9gag.com/gag/a1ZdYq6","7884","146","False","20140914100151"
"a8bpojV","http://9gag.com/gag/a8bpojV","11731","146","False","20140914100151"
"azLrqvz","http://9gag.com/gag/azLrqvz","12082","66","False","20140914100151"
"aqZrejM","http://9gag.com/gag/aqZrejM","8581","248","False","20140914100151"
"ad6qy3M","http://9gag.com/gag/ad6qy3M","8323","194","False","20140914100151"
"a49ZEpQ","http://9gag.com/gag/a49ZEpQ","14174","327","False","20140915010031"
"ag0qQ1n","http://9gag.com/gag/ag0qQ1n","7519","41","False","20140915010031"
"aDwjOBZ","http://9gag.com/gag/aDwjOBZ","8948","383","False","20140915010031"
"awbVGZR","http://9gag.com/gag/awbVGZR","12088","101","False","20140915010031"
"awb5M0W","http://9gag.com/gag/awb5M0W","7436","159","False","20140915010031"
"aBQwnZz","http://9gag.com/gag/aBQwnZz","10104","258","False","20140915010031"
"a8bpOme","http://9gag.com/gag/a8bpOme","13410","647","True","20140915010031"
"avZrpmd","http://9gag.com/gag/avZrpmd","9343","78","False","20140915010031"
"aZWBn4n","http://9gag.com/gag/aZWBn4n","10670","142","False","20140915010031"
"aXEAKzb","http://9gag.com/gag/aXEAKzb","9191","58","False","20140915010031"
"aporVdM","http://9gag.com/gag/aporVdM","9339","161","False","20140915085932"
"ax2gozK","http://9gag.com/gag/ax2gozK","8243","113","True","20140915085932"
"avZrqxE","http://9gag.com/gag/avZrqxE","11433","163","False","20140915085932"
"aYpKgmN","http://9gag.com/gag/aYpKgmN","8914","129","False","20140915085932"
"ag0Ge0W","http://9gag.com/gag/ag0Ge0W","9462","62","False","20140915085932"
"a0Pd42v","http://9gag.com/gag/a0Pd42v","9752","153","False","20140915085932"
"aj6q8ZG","http://9gag.com/gag/aj6q8ZG","6938","134","False","20140915085932"
"aGV0gRX","http://9gag.com/gag/aGV0gRX","11171","140","False","20140915085932"
"amLrRNj","http://9gag.com/gag/amLrRNj","10241","68","False","20140915085932"
"amLr7P4","http://9gag.com/gag/amLr7P4","8756","187","False","20140915085932"
"abq64xr","http://9gag.com/gag/abq64xr","8788","216","False","20140916175921"
"ax2gqyM","http://9gag.com/gag/ax2gqyM","7308","220","False","20140916175921"
"a2PdwKZ","http://9gag.com/gag/a2PdwKZ","8397","219","False","20140916175921"
"ax2VdjK","http://9gag.com/gag/ax2VdjK","11011","275","False","20140916175921"
"azL88zB","http://9gag.com/gag/azL88zB","10221","213","False","20140916175921"
"aMb9LYM","http://9gag.com/gag/aMb9LYM","19218","564","True","20140916175921"
"aXEA59d","http://9gag.com/gag/aXEA59d","7905","321","False","20140916175921"
"a8bpE36","http://9gag.com/gag/a8bpE36","12059","245","False","20140916175921"
"a49Zzbp","http://9gag.com/gag/a49Zzbp","12325","270","False","20140916175921"
"ad6qXp9","http://9gag.com/gag/ad6qXp9","12792","303","False","20140916175921"
"a2PdwKZ","http://9gag.com/gag/a2PdwKZ","8017","204","False","20140916174956"
"ax2VdjK","http://9gag.com/gag/ax2VdjK","10799","265","False","20140916174956"
"azL88zB","http://9gag.com/gag/azL88zB","9904","204","False","20140916174956"
"aMb9LYM","http://9gag.com/gag/aMb9LYM","18870","542","True","20140916174956"
"aXEA59d","http://9gag.com/gag/aXEA59d","7728","307","False","20140916174956"
"a8bpE36","http://9gag.com/gag/a8bpE36","11919","236","False","20140916174956"
"a49Zzbp","http://9gag.com/gag/a49Zzbp","11993","259","False","20140916174956"
"ad6qXp9","http://9gag.com/gag/ad6qXp9","12422","291","False","20140916174956"
"apopp4W","http://9gag.com/gag/apopp4W","9452","297","False","20140916174956"
"a7KZBDx","http://9gag.com/gag/a7KZBDx","11973","387","False","20140916174956"
"aBQ1B8P","http://9gag.com/gag/aBQ1B8P","9645","229","False","20140917180118"
"anXB9qz","http://9gag.com/gag/anXB9qz","7309","240","False","20140917180118"
"a49YGYv","http://9gag.com/gag/a49YGYv","11555","304","False","20140917180118"
"aj6XYv0","http://9gag.com/gag/aj6XYv0","10092","183","False","20140917180118"
"aMbQnR6","http://9gag.com/gag/aMbQnR6","10939","195","False","20140917180118"
"a9MPrnL","http://9gag.com/gag/a9MPrnL","8019","272","False","20140917180118"
"anXBzGo","http://9gag.com/gag/anXBzGo","10052","299","False","20140917180118"
"a49L5NZ","http://9gag.com/gag/a49L5NZ","13956","176","False","20140917180118"
"a5NbjjE","http://9gag.com/gag/a5NbjjE","8435","173","False","20140917180118"
"a9MYb7Z","http://9gag.com/gag/a9MYb7Z","13417","354","True","20140917180118"
"azL873z","http://9gag.com/gag/azL873z","9715","154","False","20140917053116"
"anXbqRV","http://9gag.com/gag/anXbqRV","8559","146","False","20140917053116"
"aAVwbZZ","http://9gag.com/gag/aAVwbZZ","9905","140","False","20140917053116"
"aDwjy3O","http://9gag.com/gag/aDwjy3O","11248","140","False","20140917053116"
"aGV0QDK","http://9gag.com/gag/aGV0QDK","7902","189","False","20140917053116"
"a8bpXG3","http://9gag.com/gag/a8bpXG3","9668","171","False","20140917053116"
"a2PdAG1","http://9gag.com/gag/a2PdAG1","11533","164","False","20140917053116"
"a6db7g8","http://9gag.com/gag/a6db7g8","8223","229","False","20140917053116"
"aoZ139A","http://9gag.com/gag/aoZ139A","11217","403","False","20140917053116"
"aqZrDdM","http://9gag.com/gag/aqZrDdM","10844","115","False","20140917053116"
"aW0mQp6","http://9gag.com/gag/aW0mQp6","9554","199","False","20140918214948"
"aDwjqgO","http://9gag.com/gag/aDwjqgO","12117","202","False","20140918214948"
"aGV0WrK","http://9gag.com/gag/aGV0WrK","9490","129","False","20140918214948"
"anXb34B","http://9gag.com/gag/anXb34B","7668","109","False","20140918214948"
"areOrWV","http://9gag.com/gag/areOrWV","11102","156","False","20140918214948"
"awbnQ94","http://9gag.com/gag/awbnQ94","10226","226","False","20140918214948"
"anXbYZ0","http://9gag.com/gag/anXbYZ0","11513","362","False","20140918214948"
"aBQWMnz","http://9gag.com/gag/aBQWMnz","8169","137","False","20140918214948"
"aEGRMNx","http://9gag.com/gag/aEGRMNx","11986","66","False","20140918214948"
"apordYW","http://9gag.com/gag/apordYW","17619","236","False","20140918214948"
"aAVwjQg","http://9gag.com/gag/aAVwjQg","9003","426","False","20140918024628"
"aDwW3BZ","http://9gag.com/gag/aDwW3BZ","8760","670","False","20140918024628"
"a8bpBN1","http://9gag.com/gag/a8bpBN1","9607","590","False","20140918024628"
"aNoALb4","http://9gag.com/gag/aNoALb4","5990","171","False","20140918024628"
"aBQWW2P","http://9gag.com/gag/aBQWW2P","7020","173","False","20140918024628"
"aypLPXb","http://9gag.com/gag/aypLPXb","8900","55","False","20140918024628"
"aOydAg3","http://9gag.com/gag/aOydAg3","9708","190","False","20140918024628"
"a49ZArA","http://9gag.com/gag/a49ZArA","10359","183","False","20140918024628"
"a0PbbWv","http://9gag.com/gag/a0PbbWv","10208","112","False","20140918024628"
"aAVdYgp","http://9gag.com/gag/aAVdYgp","10870","378","False","20140918024628"
"aZWmBKV","http://9gag.com/gag/aZWmBKV","7790","180","False","20140919130304"
"aGV0MMK","http://9gag.com/gag/aGV0MMK","9283","155","False","20140919130304"
"a5NbPGO","http://9gag.com/gag/a5NbPGO","8065","141","False","20140919130304"
"aPyMm4w","http://9gag.com/gag/aPyMm4w","9502","94","False","20140919130304"
"aYpxKzx","http://9gag.com/gag/aYpxKzx","9946","231","False","20140919130304"
"a9MrdQZ","http://9gag.com/gag/a9MrdQZ","13514","595","False","20140919130304"
"aLQMWO6","http://9gag.com/gag/aLQMWO6","11939","165","False","20140919130304"
"ad67Zxd","http://9gag.com/gag/ad67Zxd","8466","49","False","20140919130304"
"ae3bMdB","http://9gag.com/gag/ae3bMdB","14685","683","False","20140919130304"
"ae3bp7v","http://9gag.com/gag/ae3bp7v","10077","118","False","20140919130304"
"a5Nbewg","http://9gag.com/gag/a5Nbewg","9628","160","False","20140919045442"
"aEGYGZK","http://9gag.com/gag/aEGYGZK","9549","268","False","20140919045442"
"aj6q46Q","http://9gag.com/gag/aj6q46Q","13021","54","False","20140919045442"
"aLQDjZM","http://9gag.com/gag/aLQDjZM","13148","418","False","20140919045442"
"av0jP15","http://9gag.com/gag/av0jP15","26485","121","False","20140919045442"
"aLQDPnx","http://9gag.com/gag/aLQDPnx","8728","192","False","20140919045442"
"avZGzLX","http://9gag.com/gag/avZGzLX","9644","152","False","20140919045442"
"anXyd40","http://9gag.com/gag/anXyd40","9347","130","False","20140919045442"
"aDwWjGG","http://9gag.com/gag/aDwWjGG","7200","386","False","20140919045442"
"aAVw5vp","http://9gag.com/gag/aAVw5vp","12954","96","False","20140919045442"
"a1ZbKP8","http://9gag.com/gag/a1ZbKP8","12523","104","False","20140920184141"
"ag0LAev","http://9gag.com/gag/ag0LAev","10717","98","False","20140920184141"
"abqpq7p","http://9gag.com/gag/abqpq7p","13185","240","False","20140920184141"
"a1ZbLgD","http://9gag.com/gag/a1ZbLgD","12721","149","False","20140920184141"
"aVQq07d","http://9gag.com/gag/aVQq07d","8009","168","False","20140920184141"
"anXbyxq","http://9gag.com/gag/anXbyxq","11924","401","False","20140920184141"
"ae3bAyQ","http://9gag.com/gag/ae3bAyQ","13242","272","False","20140920184141"
"aZWmXPQ","http://9gag.com/gag/aZWmXPQ","11363","79","False","20140920184141"
"a8byAOO","http://9gag.com/gag/a8byAOO","15133","87","False","20140920184141"
"aGV1ERG","http://9gag.com/gag/aGV1ERG","12790","411","False","20140920184141"
"aoZ11We","http://9gag.com/gag/aoZ11We","8080","169","False","20140921130749"
"aQp9PW8","http://9gag.com/gag/aQp9PW8","7502","170","False","20140921130749"
"anXbGGz","http://9gag.com/gag/anXbGGz","10800","145","False","20140921130749"
"a9MrKbZ","http://9gag.com/gag/a9MrKbZ","8333","161","False","20140921130749"
"apopmwp","http://9gag.com/gag/apopmwp","10181","113","False","20140921130749"
"aqZberj","http://9gag.com/gag/aqZberj","12393","158","False","20140921130749"
"ae3bDmp","http://9gag.com/gag/ae3bDmp","13396","395","False","20140921130749"
"aDwW1Zd","http://9gag.com/gag/aDwW1Zd","9861","198","False","20140921130749"
"aBQWz32","http://9gag.com/gag/aBQWz32","10771","44","False","20140921130749"
"aEGYX8K","http://9gag.com/gag/aEGYX8K","9945","159","False","20140921130749"
"ag0L2xr","http://9gag.com/gag/ag0L2xr","8307","47","False","20140921023619"
"aNoA90r","http://9gag.com/gag/aNoA90r","10364","110","False","20140921023619"
"aKgVDEZ","http://9gag.com/gag/aKgVDEZ","7489","151","False","20140921023619"
"ax2grw2","http://9gag.com/gag/ax2grw2","12340","162","False","20140921023619"
"aRgmGNQ","http://9gag.com/gag/aRgmGNQ","10161","187","False","20140921023619"
"aypDQbV","http://9gag.com/gag/aypDQbV","9260","165","False","20140921023619"
"a8by70Q","http://9gag.com/gag/a8by70Q","17743","201","False","20140921023619"
"a8by7GZ","http://9gag.com/gag/a8by7GZ","17135","247","False","20140921023619"
"a9MrRDW","http://9gag.com/gag/a9MrRDW","9876","558","False","20140921023619"
"awbnypy","http://9gag.com/gag/awbnypy","11725","142","False","20140921023619"
"aW0mdZq","http://9gag.com/gag/aW0mdZq","8491","249","False","20140922184046"
"a3dqo65","http://9gag.com/gag/a3dqo65","12452","108","False","20140922184046"
"areb6PX","http://9gag.com/gag/areb6PX","12352","53","False","20140922184046"
"aPy9ejq","http://9gag.com/gag/aPy9ejq","7136","55","False","20140922184046"
"aBQ8QWZ","http://9gag.com/gag/aBQ8QWZ","14001","97","False","20140922184046"
"aj6XYzR","http://9gag.com/gag/aj6XYzR","10089","291","False","20140922184046"
"a7KrgAx","http://9gag.com/gag/a7KrgAx","14788","252","False","20140922184046"
"aYp4VPq","http://9gag.com/gag/aYp4VPq","7787","196","False","20140922184046"
"aj6XbLQ","http://9gag.com/gag/aj6XbLQ","14142","69","False","20140922184046"
"aZWm10X","http://9gag.com/gag/aZWm10X","17594","359","False","20140922184046"
"a5Nbb0L","http://9gag.com/gag/a5Nbb0L","11485","127","False","20140922044623"
"aqZbMmp","http://9gag.com/gag/aqZbMmp","11539","128","False","20140922044623"
"aGVejqG","http://9gag.com/gag/aGVejqG","8801","123","False","20140922044623"
"aoZ1580","http://9gag.com/gag/aoZ1580","9290","100","False","20140922044623"
"aZWmm46","http://9gag.com/gag/aZWmm46","9990","64","False","20140922044623"
"aypD8VX","http://9gag.com/gag/aypD8VX","13182","129","False","20140922044623"
"aLQ890g","http://9gag.com/gag/aLQ890g","9058","91","False","20140922044623"
"a8byEoO","http://9gag.com/gag/a8byEoO","11805","129","False","20140922044623"
"ae3bMeW","http://9gag.com/gag/ae3bMeW","18827","189","False","20140922044623"
"aqZbwBR","http://9gag.com/gag/aqZbwBR","8382","96","False","20140922044623"
"a9MryBD","http://9gag.com/gag/a9MryBD","11246","113","False","20140923073715"
"aAVdygo","http://9gag.com/gag/aAVdygo","14281","86","False","20140923073715"
"aEGBXVN","http://9gag.com/gag/aEGBXVN","6588","329","False","20140923073715"
"anXbZPE","http://9gag.com/gag/anXbZPE","12680","110","False","20140923073715"
"aW0qEZ3","http://9gag.com/gag/aW0qEZ3","11886","80","False","20140923073715"
"ag0LM5q","http://9gag.com/gag/ag0LM5q","11898","218","False","20140923073715"
"anXjvG5","http://9gag.com/gag/anXjvG5","7053","153","False","20140923073715"
"aDwzGB7","http://9gag.com/gag/aDwzGB7","12573","239","False","20140923073715"
"aBQWMDz","http://9gag.com/gag/aBQWMDz","12737","114","False","20140923073715"
"a2Pre41","http://9gag.com/gag/a2Pre41","14049","248","False","20140923073715"
"a9MA5QD","http://9gag.com/gag/a9MA5QD","6136","199","False","20140923052904"
"a8byAP1","http://9gag.com/gag/a8byAP1","12600","136","False","20140923052904"
"aNoAy30","http://9gag.com/gag/aNoAy30","11491","49","False","20140923052904"
"aVQq6dP","http://9gag.com/gag/aVQq6dP","12422","68","False","20140923052904"
"azLqAwN","http://9gag.com/gag/azLqAwN","8563","183","False","20140923052904"
"a1ZbzqD","http://9gag.com/gag/a1ZbzqD","12032","64","False","20140923052904"
"a8byrOV","http://9gag.com/gag/a8byrOV","12943","261","False","20140923052904"
"a9Mr90L","http://9gag.com/gag/a9Mr90L","10535","124","False","20140923052904"
"aBQWEoP","http://9gag.com/gag/aBQWEoP","10485","261","False","20140923052904"
"a7Krgvw","http://9gag.com/gag/a7Krgvw","14713","132","False","20140923052904"
"aEGYr4K","http://9gag.com/gag/aEGYr4K","9170","74","False","20140924014201"
"aBQW5ZN","http://9gag.com/gag/aBQW5ZN","10826","86","False","20140924014201"
"aBQWNe1","http://9gag.com/gag/aBQWNe1","9682","135","False","20140924014201"
"a0PbGMX","http://9gag.com/gag/a0PbGMX","8368","260","False","20140924014201"
"aGVeznz","http://9gag.com/gag/aGVeznz","9909","161","False","20140924014201"
"a2P4EGp","http://9gag.com/gag/a2P4EGp","8270","88","False","20140924014201"
"aMbAAnV","http://9gag.com/gag/aMbAAnV","10966","248","False","20140924014201"
"a9MrgMW","http://9gag.com/gag/a9MrgMW","11629","295","False","20140924014201"
"aPyB1DV","http://9gag.com/gag/aPyB1DV","10505","67","False","20140924014201"
"aYpx5pw","http://9gag.com/gag/aYpx5pw","13703","90","False","20140924014201"
"areb6BB","http://9gag.com/gag/areb6BB","8487","212","False","20140924103156"
"aKgD4zO","http://9gag.com/gag/aKgD4zO","11921","87","False","20140924103156"
"aOyzMXD","http://9gag.com/gag/aOyzMXD","10898","250","False","20140924103156"
"aRgm5XB","http://9gag.com/gag/aRgm5XB","11035","274","False","20140924103156"
"a2Pr8Yd","http://9gag.com/gag/a2Pr8Yd","11521","216","False","20140924103156"
"aPyBnYK","http://9gag.com/gag/aPyBnYK","8748","283","False","20140924103156"
"aNoAyn4","http://9gag.com/gag/aNoAyn4","15407","163","False","20140924103156"
"aDwWL2N","http://9gag.com/gag/aDwWL2N","10901","330","False","20140924103156"
"ax2VPd1","http://9gag.com/gag/ax2VPd1","12186","219","False","20140924103156"
"aoZON6X","http://9gag.com/gag/aoZON6X","14556","360","False","20140924103156"
"aNozneK","http://9gag.com/gag/aNozneK","11966","152","False","20140926013336"
"aMbA9qG","http://9gag.com/gag/aMbA9qG","8340","205","False","20140926013336"
"a9MAjrD","http://9gag.com/gag/a9MAjrD","12361","81","False","20140926013336"
"a0P5pyZ","http://9gag.com/gag/a0P5pyZ","9887","105","False","20140926013336"
"avZ7E7Z","http://9gag.com/gag/avZ7E7Z","9660","160","False","20140926013336"
"aDwzxrd","http://9gag.com/gag/aDwzxrd","7735","263","False","20140926013336"
"a9Mr3w6","http://9gag.com/gag/a9Mr3w6","11774","136","False","20140926013336"
"aKgD73g","http://9gag.com/gag/aKgD73g","10152","53","False","20140926013336"
"a0P5nPd","http://9gag.com/gag/a0P5nPd","13325","195","False","20140926013336"
"aQpeArW","http://9gag.com/gag/aQpeArW","13482","379","False","20140926013336"
"aXEqDzV","http://9gag.com/gag/aXEqDzV","13585","141","False","20140926120122"
"avZ76YX","http://9gag.com/gag/avZ76YX","10587","104","False","20140926120122"
"a8b8VXY","http://9gag.com/gag/a8b8VXY","13214","109","False","20140926120122"
"aEGBXZo","http://9gag.com/gag/aEGBXZo","11005","50","False","20140926120122"
"aVQqnmK","http://9gag.com/gag/aVQqnmK","7203","105","False","20140926120122"
"apoQBdW","http://9gag.com/gag/apoQBdW","11001","94","False","20140926120122"
"amL78EX","http://9gag.com/gag/amL78EX","6715","191","False","20140926120122"
"aOyBZQv","http://9gag.com/gag/aOyBZQv","16068","155","False","20140926120122"
"a2P4jm9","http://9gag.com/gag/a2P4jm9","12954","279","True","20140926120122"
"ax201Yb","http://9gag.com/gag/ax201Yb","11702","197","False","20140926120122"
"a7KDGgw","http://9gag.com/gag/a7KDGgw","8508","238","False","20140927071925"
"a3dMExm","http://9gag.com/gag/a3dMExm","9927","36","False","20140927071925"
"ad69rmN","http://9gag.com/gag/ad69rmN","8710","108","False","20140927071925"
"a0P5xbO","http://9gag.com/gag/a0P5xbO","14175","123","False","20140927071925"
"aYpx8e7","http://9gag.com/gag/aYpx8e7","10596","161","False","20140927071925"
"aGVeBNw","http://9gag.com/gag/aGVeBNw","12251","241","False","20140927071925"
"aypXonY","http://9gag.com/gag/aypXonY","6631","247","False","20140927071925"
"ae3e965","http://9gag.com/gag/ae3e965","11207","176","False","20140927071925"
"aKgD6yW","http://9gag.com/gag/aKgD6yW","11881","261","False","20140927071925"
"aW0qgYA","http://9gag.com/gag/aW0qgYA","11491","219","False","20140927071925"
"ax20OEp","http://9gag.com/gag/ax20OEp","9649","107","False","20140927022253"
"a0P5ZjX","http://9gag.com/gag/a0P5ZjX","9931","51","False","20140927022253"
"aBQ8d21","http://9gag.com/gag/aBQ8d21","10560","168","False","20140927022253"
"apoQ1m8","http://9gag.com/gag/apoQ1m8","11025","98","False","20140927022253"
"aAVDb29","http://9gag.com/gag/aAVDb29","9058","163","False","20140927022253"
"ag0XN1q","http://9gag.com/gag/ag0XN1q","9214","164","False","20140927022253"
"aGVedyn","http://9gag.com/gag/aGVedyn","9738","171","False","20140927022253"
"aNoA6gr","http://9gag.com/gag/aNoA6gr","9825","156","False","20140927022253"
"aLQ8n5P","http://9gag.com/gag/aLQ8n5P","9333","242","False","20140927022253"
"a2PooMe","http://9gag.com/gag/a2PooMe","11777","103","False","20140927022253"
"aBQ838A","http://9gag.com/gag/aBQ838A","12658","384","False","20140928150525"
"aDwzKDx","http://9gag.com/gag/aDwzKDx","14000","206","False","20140928150525"
"a2P4DjO","http://9gag.com/gag/a2P4DjO","12003","224","False","20140928150525"
"a9MA4eo","http://9gag.com/gag/a9MA4eo","11093","249","False","20140928150525"
"aZWgyxp","http://9gag.com/gag/aZWgyxp","14237","204","False","20140928150525"
"a6dVxnb","http://9gag.com/gag/a6dVxnb","11271","186","False","20140928150525"
"ae3eE75","http://9gag.com/gag/ae3eE75","11594","180","False","20140928150525"
"aVQMNBK","http://9gag.com/gag/aVQMNBK","7846","363","False","20140928150525"
"aDwzyYN","http://9gag.com/gag/aDwzyYN","9112","314","False","20140928150525"
"aKgDvxQ","http://9gag.com/gag/aKgDvxQ","10944","130","False","20140928150525"
"a9MpPj1","http://9gag.com/gag/a9MpPj1","7802","69","False","20140928034431"
"aBQxQxQ","http://9gag.com/gag/aBQxQxQ","29235","589","True","20140928034431"
"a6dV8jN","http://9gag.com/gag/a6dV8jN","13125","221","False","20140928034431"
"aoZOyj3","http://9gag.com/gag/aoZOyj3","9945","179","False","20140928034431"
"azLqG3q","http://9gag.com/gag/azLqG3q","9636","103","False","20140928034431"
"avZ7NeW","http://9gag.com/gag/avZ7NeW","8155","244","False","20140928034431"
"abqzNv9","http://9gag.com/gag/abqzNv9","11886","480","False","20140928034431"
"avZ7X75","http://9gag.com/gag/avZ7X75","13245","77","False","20140928034431"
"aKgDZXg","http://9gag.com/gag/aKgDZXg","12109","189","False","20140928034431"
"aoZOMY0","http://9gag.com/gag/aoZOMY0","12160","191","False","20140928034431"
"aLQjPQV","http://9gag.com/gag/aLQjPQV","14984","262","False","20140929041834"
"aAVDMQE","http://9gag.com/gag/aAVDMQE","10091","71","False","20140929041834"
"aW0qznd","http://9gag.com/gag/aW0qznd","12257","169","False","20140929041834"
"aVQMA0P","http://9gag.com/gag/aVQMA0P","12426","433","False","20140929041834"
"aYp4Q7m","http://9gag.com/gag/aYp4Q7m","11121","205","False","20140929041834"
"aypxQ9p","http://9gag.com/gag/aypxQ9p","8984","218","False","20140929041834"
"amL7622","http://9gag.com/gag/amL7622","12207","132","False","20140929041834"
"a497pNm","http://9gag.com/gag/a497pNm","13487","66","False","20140929041834"
"a0PKpPZ","http://9gag.com/gag/a0PKpPZ","7270","107","False","20140929041834"
"ad69AGD","http://9gag.com/gag/ad69AGD","13102","189","False","20140929041834"
"ae3en9W","http://9gag.com/gag/ae3en9W/this-is-very-me","12180","72","False","20140929073650"
"a0P5Avq","http://9gag.com/gag/a0P5Avq/epic-cat-is-not-bothered","10150","84","False","20140929073650"
"ae3eX2q","http://9gag.com/gag/ae3eX2q/i-love-cats-and-i-hate-humans","11200","80","False","20140929073650"
"aEGBDb9","http://9gag.com/gag/aEGBDb9/the-movie-version-just-came-out-seriously-great-stuff","9184","213","False","20140929073650"
"a9Mpb1j","http://9gag.com/gag/a9Mpb1j/old-school-pc-gaming-i-miss-it","10253","409","False","20140929073650"
"ae3eZd5","http://9gag.com/gag/ae3eZd5/when-i-accomplish-the-mission","8891","79","False","20140929073650"
"aGVjKq5","http://9gag.com/gag/aGVjKq5/say-stomach","11359","45","False","20140929073650"
"a3dMoxe","http://9gag.com/gag/a3dMoxe/he-will-be-my-hero-forever","12754","201","False","20140929073650"
